timestamp,baro_pressure,baro_temperature,baro_altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat_w,quat_x,quat_y,quat_z,fusion_altitude,fusion_velocity
3805419,101297.031250,20.340000,2.328647,0.2700,0.1900,9.5900,0.1250,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,0.1863
3834034,101304.859375,20.340000,1.677061,0.2300,0.1800,9.5500,-0.1250,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,0.3205
3863134,101299.187500,20.350000,2.149228,0.2200,0.1900,9.5800,0.0000,-0.0625,0.1250,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,0.4924
3893544,101299.187500,20.350000,2.149228,0.1800,0.1900,9.5700,0.1250,0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,0.6643
3923164,101286.367188,20.350000,3.217146,0.2400,0.1900,9.5500,0.0000,-0.1875,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,0.9217
3953300,101281.382812,20.340000,3.631940,0.2900,0.2000,9.5600,0.0000,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,1.2123
3983702,101307.007812,20.350000,1.498162,0.2200,0.1900,9.5800,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,1.3321
4013513,101283.539062,20.350000,3.452499,0.2000,0.2000,9.5800,0.0625,0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,1.6083
4043448,101287.453125,20.350000,3.126666,0.2700,0.2000,9.5600,-0.0625,-0.2500,0.1250,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,1.8584
4073719,101289.210938,20.340000,2.980273,0.3000,0.2000,9.5600,-0.0625,0.0000,0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,2.0969
4104025,101291.359375,20.350000,2.801351,0.2500,0.1800,9.5600,-0.1250,-0.0625,0.2500,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,2.0881
4133804,101274.632812,20.350000,4.194176,0.1600,0.1900,9.5800,-0.0625,-0.0625,0.1250,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,2.2559
4163853,101286.367188,20.350000,3.217146,0.2100,0.2100,9.5800,-0.0625,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,167.0000,-206.0000,0.0000,2.2984
